,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Season,LowerTeamID,HigherTeamID,Target,avgOffRtg_LowerTeamID,avgDefRtg_LowerTeamID,avgNetRtg_LowerTeamID,avgeFG_LowerTeamID,avgTOV_LowerTeamID,avgReb_LowerTeamID,AvgWin_LowerTeamID,Elo_LowerTeamID,Margin_LowerTeamID,Seed_LowerTeamID,avgOffRtg_HigherTeamID,avgDefRtg_HigherTeamID,avgNetRtg_HigherTeamID,avgeFG_HigherTeamID,avgTOV_HigherTeamID,avgReb_HigherTeamID,AvgWin_HigherTeamID,Elo_HigherTeamID,Margin_HigherTeamID,Seed_HigherTeamID,EloDiff,OffRtgDIff,DefRtgDiff,NetRtgDiff,TOVDiff,RebDiff,eFGDiff,SeedDiff,WinDiff,MarginDiff,interaction,ESQUARE,SeedGap,EloGap,SeedProduct,OffvsDefLow,OffvsDefHi,eFGMatchupLow,eFGMatchupHi,MarginSQ,Tempo_Lower,TeamID_Higher,Tempo_Higher,TempoDiff,TempoGap,MatchupAdv,NetRtgSquared,TeamID_Lower,MarginStd_Lower,OffRtgStd_Lower,MarginStd_Higher,OffRtgStd_Higher,MarginStdDiff,OffRtgDiff,NetMatchup_LH,NetMatchup_HL
256,256,256,256,256,2007,1197,1310,0,1.000535,1.027929,-0.027394,0.504979,0.252353,0.52529,0.580645,1536.0,-43,16,1.082066,1.046651,0.035415,0.494721,0.190747,0.528537,0.666667,1595.0,77,16,-59.0,-0.081531,-0.018723,-0.062808,0.061606,-0.003247,0.010258,0,-0.086022,-120,-0.0,3481.0,0,59.0,256,-0.046116,0.054137,0.010258,-0.010258,14400,69.155645,1310,70.180303,-1.024658,1.024658,-0.100253,0.003945,1197,15.728271,0.165515,12.514159,0.140446,3.214112,0.025069,-0.062809,0.062809
257,257,257,257,257,2007,1130,1403,1,1.110896,1.048815,0.062081,0.538445,0.210074,0.512422,0.645161,1575.0,148,7,1.061152,1.020648,0.040504,0.511266,0.176355,0.466967,0.636364,1575.0,97,10,-0.0,0.049744,0.028166,0.021577,0.03372,0.045455,0.027179,-3,0.008798,51,-0.0,0.0,3,0.0,70,0.090248,0.012337,0.027179,-0.027179,2601,67.16129,1403,67.236364,-0.075073,0.075073,0.077911,0.000466,1130,16.105299,0.154184,14.400389,0.141502,1.704909,0.012682,0.021577,-0.021577
258,258,258,258,258,2007,1139,1330,1,1.146511,0.946776,0.199735,0.530316,0.153928,0.49376,0.806452,1620.0,352,5,1.072859,0.94108,0.131779,0.502897,0.189399,0.532287,0.75,1620.0,255,12,0.0,0.073652,0.005696,0.067956,-0.035471,-0.038527,0.027419,-7,0.056452,97,0.0,0.0,7,0.0,60,0.205431,0.126083,0.027419,-0.027419,9409,60.0,1330,65.3625,-5.3625,5.3625,0.079348,0.004618,1139,13.751481,0.174915,13.086522,0.138293,0.664959,0.036622,0.067956,-0.067956
259,259,259,259,259,2007,1125,1207,0,1.063955,0.942965,0.120991,0.555714,0.23214,0.51462,0.709677,1584.0,258,15,1.145081,0.946317,0.198764,0.573837,0.2274,0.549271,0.8125,1676.0,371,2,-92.0,-0.081126,-0.003353,-0.077773,0.004741,-0.034651,-0.018123,13,-0.102823,-113,-1196.0,8464.0,13,92.0,30,0.117638,0.202116,-0.018123,0.018123,12769,68.46129,1207,60.103125,8.358165,8.358165,-0.084478,0.006049,1125,16.308254,0.168821,13.084981,0.175701,3.223272,-0.00688,-0.077773,0.077773
260,260,260,260,260,2007,1211,1231,0,1.112266,0.98119,0.131076,0.549815,0.197009,0.530348,0.69697,1595.0,298,10,1.097993,0.966056,0.131937,0.522538,0.19094,0.51616,0.666667,1581.0,262,7,14.0,0.014273,0.015135,-0.000861,0.006068,0.014188,0.027277,3,0.030303,36,42.0,196.0,3,14.0,70,0.14621,0.116803,0.027277,-0.027277,1296,71.101515,1231,64.495,6.606515,6.606515,0.029407,1e-06,1211,15.158506,0.111347,14.682698,0.182875,0.475808,-0.071528,-0.000861,0.000861
261,261,261,261,261,2007,1257,1390,1,1.065978,0.953114,0.112863,0.499482,0.191588,0.513891,0.709677,1619.0,260,6,1.031447,0.99008,0.041368,0.500148,0.216828,0.54077,0.6,1555.0,95,11,65.0,0.034531,-0.036965,0.071496,-0.025239,-0.026879,-0.000666,-5,0.109677,165,325.0,4225.0,5,65.0,66,0.075898,0.078333,-0.000666,0.000666,27225,66.725,1390,67.701667,-0.976667,0.976667,-0.002435,0.005112,1257,12.486466,0.127898,14.985242,0.15167,-2.498776,-0.023772,0.071495,-0.071495
262,262,262,262,262,2007,1172,1268,0,1.097201,0.945717,0.151484,0.526808,0.198145,0.541621,0.870968,1659.0,350,13,1.073607,0.918732,0.154874,0.529486,0.211637,0.505825,0.75,1622.0,381,4,36.0,0.023594,0.026985,-0.003391,-0.013492,0.035795,-0.002677,9,0.120968,-31,324.0,1296.0,9,36.0,52,0.178469,0.12789,-0.002678,0.002678,961,72.991129,1268,74.177344,-1.186215,1.186215,0.050579,1.1e-05,1172,13.277032,0.127897,16.153217,0.14373,-2.876185,-0.015834,-0.00339,0.00339
263,263,263,263,263,2007,1266,1277,0,1.058269,0.951909,0.10636,0.500948,0.210051,0.521225,0.71875,1607.0,238,8,1.05499,0.924245,0.130745,0.524792,0.243626,0.564536,0.666667,1585.0,277,9,22.0,0.003279,0.027664,-0.024386,-0.033575,-0.043311,-0.023844,-1,0.052083,-39,22.0,484.0,1,22.0,72,0.134024,0.103081,-0.023844,0.023844,1521,68.689844,1277,61.773485,6.916359,6.916359,0.030943,0.000595,1266,13.725271,0.132109,15.624379,0.185136,-1.899108,-0.053028,-0.024385,0.024385
264,264,264,264,264,2007,1184,1314,0,1.03769,1.010866,0.026823,0.546139,0.216526,0.467839,0.633333,1554.0,55,16,1.155187,0.919818,0.235369,0.553299,0.185549,0.555703,0.823529,1665.0,617,1,-111.0,-0.117498,0.091048,-0.208545,0.030977,-0.087864,-0.00716,15,-0.190196,-562,-1665.0,12321.0,15,111.0,16,0.117872,0.144321,-0.00716,0.00716,315844,62.914167,1314,74.732353,-11.818186,11.818186,-0.026449,0.043491,1184,14.086147,0.14053,16.255782,0.119519,-2.169635,0.021011,-0.208546,0.208546
265,265,265,265,265,2007,1148,1326,0,1.055286,0.998132,0.057154,0.509623,0.215355,0.516291,0.666667,1590.0,118,16,1.124277,0.923026,0.201251,0.539057,0.177022,0.519445,0.909091,1714.0,445,1,-124.0,-0.068991,0.075107,-0.144097,0.038333,-0.003154,-0.029434,15,-0.242424,-327,-1860.0,15376.0,15,124.0,16,0.13226,0.126145,-0.029434,0.029434,106929,65.607576,1326,65.585606,0.02197,0.02197,0.006115,0.020764,1148,12.646715,0.178449,13.419019,0.137205,-0.772304,0.041244,-0.144097,0.144097
266,266,266,266,266,2007,1338,1460,1,1.11341,0.977841,0.135569,0.530113,0.183004,0.537491,0.794118,1654.0,296,3,1.029533,0.983333,0.0462,0.498539,0.193463,0.500781,0.71875,1610.0,95,14,44.0,0.083877,-0.005491,0.089369,-0.010459,0.03671,0.031574,-11,0.075368,201,484.0,1936.0,11,44.0,42,0.130077,0.051692,0.031574,-0.031574,40401,63.941176,1460,62.94375,0.997426,0.997426,0.078385,0.007987,1338,12.354681,0.140392,15.130581,0.146827,-2.7759,-0.006434,0.089369,-0.089369
267,267,267,267,267,2007,1335,1401,0,1.082619,0.977828,0.104791,0.544187,0.202579,0.503117,0.724138,1603.0,190,14,1.141917,0.891742,0.250175,0.559834,0.188603,0.537273,0.806452,1641.0,531,3,-38.0,-0.059298,0.086086,-0.145384,0.013977,-0.034156,-0.015647,11,-0.082314,-341,-418.0,1444.0,11,38.0,42,0.190877,0.164089,-0.015647,0.015647,116281,68.450862,1401,66.631452,1.81941,1.81941,0.026788,0.021137,1335,15.889319,0.133944,17.217708,0.131206,-1.328389,0.002738,-0.145384,0.145384
268,268,268,268,268,2007,1417,1451,1,1.100269,0.934557,0.165712,0.542959,0.187276,0.524912,0.833333,1648.0,342,2,1.045835,1.032387,0.013448,0.543409,0.232921,0.502675,0.607143,1543.0,21,15,105.0,0.054434,-0.09783,0.152264,-0.045645,0.022237,-0.00045,-13,0.22619,321,1365.0,11025.0,13,105.0,30,0.067882,0.111278,-0.00045,0.00045,103041,65.3325,1451,67.833036,-2.500536,2.500536,-0.043396,0.023184,1417,12.941779,0.134176,12.839825,0.138071,0.101954,-0.003895,0.152264,-0.152264
269,269,269,269,269,2007,1181,1433,0,1.050354,0.914885,0.135468,0.530353,0.229475,0.539329,0.6875,1589.0,278,6,1.136984,0.975165,0.161818,0.526465,0.17231,0.517886,0.818182,1644.0,331,11,-55.0,-0.08663,-0.06028,-0.02635,0.057165,0.021442,0.003888,-5,-0.130682,-53,-275.0,3025.0,5,55.0,66,0.075189,0.222099,0.003888,-0.003888,2809,66.979688,1433,65.942424,1.037263,1.037263,-0.14691,0.000694,1181,13.787412,0.114798,11.463215,0.154421,2.324197,-0.039623,-0.02635,0.02635
270,270,270,270,270,2007,1203,1435,0,1.05897,0.961491,0.097479,0.51352,0.203967,0.507123,0.741935,1607.0,213,11,1.091665,1.021043,0.070622,0.534245,0.179599,0.481634,0.633333,1576.0,128,6,31.0,-0.032694,-0.059552,0.026857,0.024368,0.025489,-0.020725,5,0.108602,85,155.0,961.0,5,31.0,66,0.037927,0.130174,-0.020725,0.020725,7225,67.043548,1435,69.410833,-2.367285,2.367285,-0.092247,0.000721,1203,15.426691,0.117716,15.963176,0.143324,-0.536485,-0.025607,0.026857,-0.026857
271,271,271,271,271,2007,1331,1450,0,1.062454,0.965604,0.09685,0.533012,0.22447,0.532179,0.6875,1585.0,200,14,1.060658,0.939967,0.120691,0.522506,0.164963,0.482695,0.78125,1633.0,237,3,-48.0,0.001796,0.025637,-0.023841,0.059507,0.049485,0.010506,11,-0.09375,-37,-528.0,2304.0,11,48.0,42,0.122487,0.095054,0.010506,-0.010506,1369,67.652344,1450,62.715625,4.936719,4.936719,0.027433,0.000568,1331,12.029534,0.142887,9.999546,0.121799,2.029987,0.021088,-0.023841,0.023841
272,272,272,272,272,2007,1140,1462,0,1.123275,1.001387,0.121888,0.557748,0.1949,0.542509,0.75,1631.0,247,8,1.158258,0.973016,0.185242,0.559092,0.193572,0.522324,0.75,1619.0,372,9,12.0,-0.034984,0.02837,-0.063354,0.001328,0.020185,-0.001344,-1,0.0,-125,12.0,144.0,1,12.0,72,0.150259,0.156871,-0.001344,0.001344,15625,69.036719,1462,65.967187,3.069531,3.069531,-0.006612,0.004014,1140,12.329441,0.118554,13.853496,0.129762,-1.524055,-0.011208,-0.063354,0.063354
273,273,273,273,273,2007,1196,1238,1,1.17449,0.915261,0.259229,0.593142,0.205902,0.555884,0.852941,1677.0,604,1,0.987397,0.994985,-0.007588,0.469375,0.211492,0.48542,0.606061,1536.0,-42,16,141.0,0.187092,-0.079724,0.266816,-0.00559,0.070464,0.123767,-15,0.246881,646,2115.0,19881.0,15,141.0,16,0.179505,0.072136,0.123767,-0.123767,417316,67.609559,1238,72.15303,-4.543471,4.543471,0.107369,0.071191,1196,17.836053,0.139336,14.459583,0.130929,3.37647,0.008407,0.266817,-0.266817
274,274,274,274,274,2007,1242,1310,1,1.111501,0.865935,0.245565,0.540428,0.198745,0.551412,0.882353,1700.0,592,1,1.082066,1.046651,0.035415,0.494721,0.190747,0.528537,0.666667,1595.0,77,16,104.0,0.029435,-0.180716,0.210151,0.007999,0.022875,0.045708,-15,0.215686,515,1560.0,10816.0,15,104.0,16,0.06485,0.216131,0.045707,-0.045707,265225,70.461765,1310,70.180303,0.281462,0.281462,-0.151281,0.044163,1242,16.289274,0.120645,12.514159,0.140446,3.775116,-0.019801,0.21015,-0.21015
275,275,275,275,275,2007,1246,1437,1,1.073799,0.981111,0.092688,0.54375,0.213901,0.522407,0.65625,1580.0,197,8,1.080483,0.966301,0.114182,0.488807,0.205525,0.53214,0.677419,1602.0,232,9,-22.0,-0.006684,0.01481,-0.021494,0.008376,-0.009733,0.054944,-1,-0.021169,-35,-22.0,484.0,1,22.0,72,0.107498,0.099372,0.054943,-0.054943,1225,68.534375,1437,66.519355,2.01502,2.01502,0.008126,0.000462,1246,12.363081,0.130629,13.455782,0.152475,-1.092701,-0.021846,-0.021494,0.021494
276,276,276,276,276,2007,1272,1317,1,1.11023,0.875023,0.235208,0.528226,0.189185,0.540955,0.909091,1697.0,569,2,1.054338,0.996192,0.058146,0.517278,0.213478,0.531113,0.666667,1561.0,123,15,136.0,0.055892,-0.12117,0.177062,-0.024293,0.009842,0.010948,-13,0.242424,446,1768.0,18496.0,13,136.0,30,0.114038,0.179315,0.010948,-0.010948,198916,71.915909,1317,72.248333,-0.332424,0.332424,-0.065277,0.031351,1272,14.24568,0.146712,12.003879,0.128341,2.241801,0.018372,0.177062,-0.177062
277,277,277,277,277,2007,1166,1305,0,1.071804,0.961248,0.110555,0.516981,0.205091,0.519318,0.6875,1609.0,215,10,1.148537,0.982103,0.166434,0.553948,0.192409,0.54653,0.870968,1651.0,323,7,-42.0,-0.076733,-0.020855,-0.055878,0.012682,-0.027212,-0.036967,3,-0.183468,-108,-126.0,1764.0,3,42.0,70,0.089701,0.187289,-0.036967,0.036967,11664,62.642188,1305,67.739516,-5.097329,5.097329,-0.097588,0.003122,1166,12.967041,0.1233,9.718622,0.128739,3.248419,-0.005438,-0.055879,0.055879
278,278,278,278,278,2007,1275,1332,0,0.993341,0.964504,0.028837,0.514052,0.221003,0.499176,0.5625,1552.0,69,14,1.126651,0.971934,0.154717,0.533765,0.184262,0.517831,0.787879,1637.0,345,3,-85.0,-0.133309,-0.00743,-0.12588,0.036741,-0.018655,-0.019713,11,-0.225379,-276,-935.0,7225.0,11,85.0,42,0.021407,0.162147,-0.019713,0.019713,76176,60.0875,1332,67.809848,-7.722348,7.722348,-0.14074,0.015846,1275,12.15255,0.156896,14.912434,0.138943,-2.759884,0.017954,-0.12588,0.12588
279,279,279,279,279,2007,1112,1345,0,1.121822,1.041749,0.080073,0.530773,0.195064,0.540691,0.666667,1585.0,179,8,1.054024,0.948708,0.105316,0.526648,0.215563,0.510882,0.65625,1586.0,220,9,-1.0,0.067799,0.093042,-0.025243,-0.020499,0.02981,0.004125,-1,0.010417,-41,-1.0,1.0,1,1.0,72,0.173114,0.012275,0.004125,-0.004125,1681,70.050833,1345,66.224219,3.826615,3.826615,0.160839,0.000637,1112,13.877502,0.150004,17.686791,0.137318,-3.809289,0.012686,-0.025243,0.025243
280,280,280,280,280,2007,1221,1356,0,1.015185,0.908815,0.10637,0.499132,0.239278,0.537616,0.757576,1619.0,227,13,1.030698,0.944792,0.085907,0.526184,0.226989,0.510556,0.8125,1661.0,190,4,-42.0,-0.015514,-0.035977,0.020463,0.012289,0.027061,-0.027052,9,-0.054924,37,-378.0,1764.0,9,42.0,52,0.070393,0.121883,-0.027052,0.027052,1369,63.351515,1356,61.378125,1.97339,1.97339,-0.05149,0.000419,1221,11.523773,0.143045,7.74987,0.122538,3.773903,0.020506,0.020463,-0.020463
281,281,281,281,281,2007,1253,1397,0,1.100506,1.012528,0.087978,0.527447,0.187262,0.500705,0.766667,1615.0,199,12,1.065009,1.001801,0.063207,0.517874,0.195629,0.485857,0.6875,1602.0,167,5,13.0,0.035497,0.010727,0.024771,-0.008367,0.014847,0.009573,7,0.079167,32,91.0,169.0,7,13.0,60,0.098705,0.052481,0.009573,-0.009573,1024,73.370833,1397,74.647656,-1.276823,1.276823,0.046224,0.000614,1253,15.4395,0.18049,13.999388,0.145285,1.440112,0.035205,0.024771,-0.024771
282,282,282,282,282,2007,1308,1400,0,1.069925,0.995915,0.07401,0.53423,0.232931,0.53325,0.75,1615.0,178,13,1.142284,0.999927,0.142357,0.520451,0.170696,0.517434,0.727273,1627.0,339,4,-12.0,-0.072359,-0.004012,-0.068347,0.062235,0.015816,0.013779,9,0.022727,-161,-108.0,144.0,9,12.0,52,0.069998,0.146369,0.013779,-0.013779,25921,72.663281,1400,71.993939,0.669342,0.669342,-0.076371,0.004671,1308,9.530723,0.133659,16.572328,0.109545,-7.041605,0.024115,-0.068347,0.068347
283,283,283,283,283,2007,1210,1424,0,1.104852,0.982144,0.122708,0.547041,0.220267,0.541048,0.645161,1578.0,297,10,1.101101,0.984449,0.116652,0.513677,0.167747,0.496034,0.818182,1661.0,268,7,-83.0,0.003751,-0.002305,0.006056,0.05252,0.045014,0.033363,3,-0.173021,29,-249.0,6889.0,3,83.0,70,0.120403,0.118957,0.033364,-0.033364,841,71.53629,1424,68.078788,3.457502,3.457502,0.001446,3.7e-05,1210,18.194824,0.132965,14.112843,0.157743,4.08198,-0.024778,0.006056,-0.006056
284,284,284,284,284,2007,1116,1425,0,1.042401,0.97152,0.070881,0.521799,0.223356,0.522767,0.617647,1574.0,193,12,1.043931,0.94704,0.09689,0.534945,0.212357,0.497331,0.676471,1597.0,217,5,-24.0,-0.00153,0.02448,-0.02601,0.010998,0.025436,-0.013146,7,-0.058824,-24,-168.0,576.0,7,24.0,60,0.095361,0.072411,-0.013146,0.013146,576,68.507353,1425,68.730147,-0.222794,0.222794,0.02295,0.000677,1116,15.92353,0.124671,15.943109,0.157139,-0.019578,-0.032468,-0.026009,0.026009
285,285,285,285,285,2007,1107,1438,0,1.066561,0.989918,0.076643,0.522932,0.207777,0.525675,0.71875,1601.0,121,13,1.093363,1.009994,0.083369,0.505598,0.193563,0.526116,0.655172,1575.0,165,4,26.0,-0.026802,-0.020075,-0.006727,0.014214,-0.000441,0.017334,9,0.063578,-44,234.0,676.0,9,26.0,52,0.056567,0.103445,0.017334,-0.017334,1936,64.115625,1438,70.60431,-6.488685,6.488685,-0.046878,4.5e-05,1107,12.230935,0.117288,15.818397,0.126699,-3.587462,-0.009411,-0.006726,0.006726
286,286,286,286,286,2007,1228,1439,0,1.023222,0.908075,0.115147,0.497031,0.217913,0.538101,0.676471,1593.0,250,12,1.088683,0.980306,0.108377,0.518369,0.16446,0.496879,0.645161,1574.0,214,5,19.0,-0.065461,-0.072231,0.00677,0.053453,0.041223,-0.021338,7,0.031309,36,133.0,361.0,7,19.0,60,0.042916,0.180608,-0.021338,0.021338,1296,63.025735,1439,66.262903,-3.237168,3.237168,-0.137692,4.6e-05,1228,16.143077,0.164931,16.174785,0.146858,-0.031708,0.018074,0.00677,-0.00677
287,287,287,287,287,2007,1323,1457,0,1.151489,0.964852,0.186637,0.539354,0.18395,0.532547,0.774194,1626.0,426,6,1.105564,0.940242,0.165322,0.550181,0.196796,0.53923,0.857143,1641.0,315,11,-14.0,0.045925,0.024609,0.021315,-0.012845,-0.006684,-0.010827,-5,-0.082949,111,-70.0,196.0,5,14.0,66,0.211247,0.140712,-0.010827,0.010827,12321,70.653226,1457,67.061607,3.591619,3.591619,0.070535,0.000454,1323,17.196836,0.14217,12.420488,0.132869,4.776349,0.009301,0.021315,-0.021315
288,288,288,288,288,2007,1394,1458,0,1.134767,1.005924,0.128843,0.580061,0.232857,0.549111,0.8,1623.0,261,15,1.106782,0.903999,0.202782,0.520028,0.179462,0.540602,0.852941,1671.0,437,2,-48.0,0.027985,0.101925,-0.07394,0.053395,0.008508,0.060032,13,-0.052941,-176,-624.0,2304.0,13,48.0,30,0.230768,0.100858,0.060033,-0.060033,30976,69.87,1458,63.491912,6.378088,6.378088,0.12991,0.005467,1394,14.40103,0.149954,14.895866,0.171225,-0.494836,-0.021271,-0.073939,0.073939
289,289,289,289,289,2007,1139,1268,1,1.146511,0.946776,0.199735,0.530316,0.153928,0.49376,0.806452,1620.0,352,5,1.073607,0.918732,0.154874,0.529486,0.211637,0.505825,0.75,1622.0,381,4,-2.0,0.072904,0.028044,0.04486,-0.057709,-0.012065,0.00083,1,0.056452,-29,-2.0,4.0,1,2.0,20,0.227779,0.126831,0.00083,-0.00083,841,60.0,1268,74.177344,-14.177344,14.177344,0.100948,0.002012,1139,13.751481,0.174915,16.153217,0.14373,-2.401736,0.031185,0.044861,-0.044861
290,290,290,290,290,2007,1130,1207,0,1.110896,1.048815,0.062081,0.538445,0.210074,0.512422,0.645161,1575.0,148,7,1.145081,0.946317,0.198764,0.573837,0.2274,0.549271,0.8125,1676.0,371,2,-101.0,-0.034185,0.102497,-0.136682,-0.017325,-0.03685,-0.035393,5,-0.167339,-223,-505.0,10201.0,5,101.0,14,0.164579,0.096266,-0.035392,0.035392,49729,67.16129,1207,60.103125,7.058165,7.058165,0.068313,0.018682,1130,16.105299,0.154184,13.084981,0.175701,3.020317,-0.021517,-0.136683,0.136683
291,291,291,291,291,2007,1277,1314,0,1.05499,0.924245,0.130745,0.524792,0.243626,0.564536,0.666667,1585.0,277,9,1.155187,0.919818,0.235369,0.553299,0.185549,0.555703,0.823529,1665.0,617,1,-80.0,-0.100197,0.004427,-0.104623,0.058076,0.008833,-0.028507,8,-0.156863,-340,-640.0,6400.0,8,80.0,9,0.135172,0.230942,-0.028507,0.028507,115600,61.773485,1314,74.732353,-12.958868,12.958868,-0.09577,0.010946,1277,15.624379,0.185136,16.255782,0.119519,-0.631403,0.065617,-0.104624,0.104624
292,292,292,292,292,2007,1326,1462,1,1.124277,0.923026,0.201251,0.539057,0.177022,0.519445,0.909091,1714.0,445,1,1.158258,0.973016,0.185242,0.559092,0.193572,0.522324,0.75,1619.0,372,9,95.0,-0.033981,-0.049991,0.01601,-0.01655,-0.002879,-0.020035,-8,0.159091,73,760.0,9025.0,8,95.0,9,0.151261,0.235232,-0.020035,0.020035,5329,65.585606,1462,65.967187,-0.381581,0.381581,-0.083971,0.000256,1326,13.419019,0.137205,13.853496,0.129762,-0.434477,0.007442,0.016009,-0.016009
293,293,293,293,293,2007,1338,1433,1,1.11341,0.977841,0.135569,0.530113,0.183004,0.537491,0.794118,1654.0,296,3,1.136984,0.975165,0.161818,0.526465,0.17231,0.517886,0.818182,1644.0,331,11,11.0,-0.023574,0.002676,-0.02625,0.010694,0.019605,0.003648,-8,-0.024064,-35,88.0,121.0,8,11.0,33,0.138245,0.159143,0.003648,-0.003648,1225,63.941176,1433,65.942424,-2.001248,2.001248,-0.020898,0.000689,1338,12.354681,0.140392,11.463215,0.154421,0.891466,-0.014029,-0.026249,0.026249
294,294,294,294,294,2007,1257,1401,0,1.065978,0.953114,0.112863,0.499482,0.191588,0.513891,0.709677,1619.0,260,6,1.141917,0.891742,0.250175,0.559834,0.188603,0.537273,0.806452,1641.0,531,3,-22.0,-0.075939,0.061372,-0.137311,0.002985,-0.023382,-0.060352,3,-0.096774,-271,-66.0,484.0,3,22.0,18,0.174236,0.188803,-0.060352,0.060352,73441,66.725,1401,66.631452,0.093548,0.093548,-0.014567,0.018854,1257,12.486466,0.127898,17.217708,0.131206,-4.731242,-0.003308,-0.137312,0.137312
295,295,295,295,295,2007,1231,1417,0,1.097993,0.966056,0.131937,0.522538,0.19094,0.51616,0.666667,1581.0,262,7,1.100269,0.934557,0.165712,0.542959,0.187276,0.524912,0.833333,1648.0,342,2,-67.0,-0.002276,0.031499,-0.033775,0.003664,-0.008752,-0.020421,5,-0.166667,-80,-335.0,4489.0,5,67.0,14,0.163436,0.134213,-0.020421,0.020421,6400,64.495,1417,65.3325,-0.8375,0.8375,0.029223,0.001141,1231,14.682698,0.182875,12.941779,0.134176,1.740918,0.048699,-0.033775,0.033775
296,296,296,296,296,2007,1435,1450,1,1.091665,1.021043,0.070622,0.534245,0.179599,0.481634,0.633333,1576.0,128,6,1.060658,0.939967,0.120691,0.522506,0.164963,0.482695,0.78125,1633.0,237,3,-56.0,0.031007,0.081076,-0.050069,0.014636,-0.00106,0.011739,3,-0.147917,-109,-168.0,3136.0,3,56.0,18,0.151698,0.039615,0.011739,-0.011739,11881,69.410833,1450,62.715625,6.695208,6.695208,0.112083,0.002507,1435,15.963176,0.143324,9.999546,0.121799,5.96363,0.021524,-0.050069,0.050069
297,297,297,297,297,2007,1196,1345,1,1.17449,0.915261,0.259229,0.593142,0.205902,0.555884,0.852941,1677.0,604,1,1.054024,0.948708,0.105316,0.526648,0.215563,0.510882,0.65625,1586.0,220,9,91.0,0.120466,-0.033446,0.153912,-0.009661,0.045002,0.066494,-8,0.196691,384,728.0,8281.0,8,91.0,9,0.225782,0.138763,0.066494,-0.066494,147456,67.609559,1345,66.224219,1.38534,1.38534,0.087019,0.023689,1196,17.836053,0.139336,17.686791,0.137318,0.149262,0.002018,0.153913,-0.153913
298,298,298,298,298,2007,1242,1246,1,1.111501,0.865935,0.245565,0.540428,0.198745,0.551412,0.882353,1700.0,592,1,1.073799,0.981111,0.092688,0.54375,0.213901,0.522407,0.65625,1580.0,197,8,119.0,0.037702,-0.115175,0.152877,-0.015155,0.029006,-0.003322,-7,0.226103,395,833.0,14161.0,7,119.0,8,0.13039,0.207864,-0.003322,0.003322,156025,70.461765,1246,68.534375,1.92739,1.92739,-0.077474,0.023371,1242,16.289274,0.120645,12.363081,0.130629,3.926194,-0.009984,0.152877,-0.152877
299,299,299,299,299,2007,1272,1305,1,1.11023,0.875023,0.235208,0.528226,0.189185,0.540955,0.909091,1697.0,569,2,1.148537,0.982103,0.166434,0.553948,0.192409,0.54653,0.870968,1651.0,323,7,46.0,-0.038307,-0.10708,0.068774,-0.003224,-0.005575,-0.025722,-5,0.038123,246,230.0,2116.0,5,46.0,14,0.128127,0.273514,-0.025722,0.025722,60516,71.915909,1305,67.739516,4.176393,4.176393,-0.145387,0.00473,1272,14.24568,0.146712,9.718622,0.128739,4.527058,0.017974,0.068774,-0.068774
300,300,300,300,300,2007,1332,1457,1,1.126651,0.971934,0.154717,0.533765,0.184262,0.517831,0.787879,1637.0,345,3,1.105564,0.940242,0.165322,0.550181,0.196796,0.53923,0.857143,1641.0,315,11,-4.0,0.021086,0.031692,-0.010605,-0.012534,-0.021399,-0.016416,-8,-0.069264,30,-32.0,16.0,8,4.0,33,0.186409,0.13363,-0.016416,0.016416,900,67.809848,1457,67.061607,0.748241,0.748241,0.052779,0.000112,1332,14.912434,0.138943,12.420488,0.132869,2.491946,0.006074,-0.010605,0.010605
301,301,301,301,301,2007,1356,1439,1,1.030698,0.944792,0.085907,0.526184,0.226989,0.510556,0.8125,1661.0,190,4,1.088683,0.980306,0.108377,0.518369,0.16446,0.496879,0.645161,1574.0,214,5,87.0,-0.057985,-0.035514,-0.022471,0.062528,0.013677,0.007816,-1,0.167339,-24,87.0,7569.0,1,87.0,20,0.050392,0.143891,0.007815,-0.007815,576,61.378125,1439,66.262903,-4.884778,4.884778,-0.093499,0.000505,1356,7.74987,0.122538,16.174785,0.146858,-8.424915,-0.024319,-0.02247,0.02247
302,302,302,302,302,2007,1397,1438,1,1.065009,1.001801,0.063207,0.517874,0.195629,0.485857,0.6875,1602.0,167,5,1.093363,1.009994,0.083369,0.505598,0.193563,0.526116,0.655172,1575.0,165,4,28.0,-0.028354,-0.008192,-0.020162,0.002066,-0.040258,0.012277,1,0.032328,2,28.0,784.0,1,28.0,20,0.055015,0.091562,0.012276,-0.012276,4,74.647656,1438,70.60431,4.043346,4.043346,-0.036547,0.000407,1397,13.999388,0.145285,15.818397,0.126699,-1.819009,0.018586,-0.020162,0.020162
303,303,303,303,303,2007,1424,1458,1,1.101101,0.984449,0.116652,0.513677,0.167747,0.496034,0.818182,1661.0,268,7,1.106782,0.903999,0.202782,0.520028,0.179462,0.540602,0.852941,1671.0,437,2,-10.0,-0.005681,0.08045,-0.08613,-0.011715,-0.044568,-0.006351,5,-0.034759,-169,-50.0,100.0,5,10.0,14,0.197102,0.122333,-0.006351,0.006351,28561,68.078788,1458,63.491912,4.586876,4.586876,0.074769,0.007418,1424,14.112843,0.157743,14.895866,0.171225,-0.783022,-0.013482,-0.08613,0.08613
