Season,TeamID,avgOffRtg,avgDefRtg,avgNetRtg,avgeFG,avgTOV,avgReb,AvgWin,PointsFor,PointsAgainst,Elo,Margin,Seed
2005,1434,1.0395,1.0771,-0.0376,0.5224,0.2261,0.5165,0.4839,2178,2265,1484.0,-87,20
2005,1435,1.0639,0.9646,0.0993,0.5579,0.2142,0.5005,0.5806,2220,2004,1541.0,216,20
2005,1436,1.1013,0.9376,0.1637,0.5184,0.1784,0.5405,0.8,2178,1858,1625.0,320,13
2005,1437,1.1218,0.9349,0.1869,0.5086,0.1917,0.5321,0.7586,2139,1817,1633.0,322,5
2005,1438,1.0113,1.0601,-0.0487,0.4864,0.1898,0.4872,0.4828,2112,2203,1501.0,-91,20
2005,1439,0.9925,0.9857,0.0068,0.4817,0.1961,0.4758,0.5357,1934,1928,1529.0,6,20
2005,1440,0.9186,1.0404,-0.1219,0.4766,0.246,0.4753,0.28,1600,1790,1408.0,-190,20
2005,1441,0.9043,1.0442,-0.1398,0.4613,0.2461,0.4782,0.1852,1799,2079,1371.0,-280,20
2005,1442,1.001,1.0443,-0.0433,0.5113,0.2363,0.5031,0.3462,1718,1814,1440.0,-96,20
2005,1443,1.1142,1.0219,0.0923,0.5313,0.1947,0.4994,0.7143,2130,1970,1575.0,160,20
2005,1444,1.0892,1.0046,0.0846,0.4985,0.1979,0.5358,0.6,2189,2034,1536.0,155,20
2005,1447,0.9563,1.0063,-0.05,0.4696,0.2209,0.5384,0.4333,1862,1950,1492.0,-88,20
2005,1448,1.1607,1.0173,0.1435,0.5584,0.1994,0.5484,0.8387,2626,2276,1656.0,350,2
2005,1449,1.1492,0.99,0.1593,0.542,0.1949,0.5288,0.8387,2673,2276,1666.0,397,1
2005,1450,0.8912,0.9057,-0.0146,0.4627,0.2199,0.4694,0.4286,1566,1594,1486.0,-28,20
2005,1451,1.0083,1.0414,-0.0331,0.4895,0.2075,0.5293,0.4483,1888,1946,1477.0,-58,20
2005,1452,1.0843,1.0116,0.0728,0.5269,0.1749,0.4732,0.6774,2177,2037,1593.0,140,7
2005,1453,1.0261,1.0507,-0.0246,0.5135,0.2024,0.4723,0.5926,1811,1861,1510.0,-50,20
2005,1454,1.0698,0.9261,0.1437,0.5058,0.1989,0.5095,0.8148,1995,1730,1620.0,265,12
2005,1455,1.0962,1.0115,0.0847,0.5353,0.2124,0.5505,0.6897,2068,1917,1570.0,151,20
2005,1456,0.9337,1.0655,-0.1318,0.4603,0.2505,0.504,0.2759,1880,2129,1410.0,-249,20
2005,1457,1.0366,0.9215,0.1151,0.508,0.2156,0.5241,0.8276,1936,1712,1630.0,224,14
2005,1458,1.0552,0.9408,0.1144,0.5071,0.1793,0.5283,0.7333,2015,1789,1621.0,226,6
2005,1459,1.0028,1.0409,-0.0382,0.5051,0.1989,0.4682,0.4167,1687,1751,1472.0,-64,20
2005,1460,1.0275,1.0368,-0.0094,0.5079,0.2185,0.5323,0.5,1918,1938,1489.0,-20,20
2005,1461,1.0092,1.0103,-0.0011,0.493,0.2308,0.5295,0.5357,1986,1986,1510.0,0,20
2005,1462,1.084,1.013,0.071,0.5263,0.2127,0.5251,0.5862,2033,1886,1536.0,147,20
2005,1463,0.9752,1.0112,-0.036,0.4838,0.2082,0.4954,0.4074,1831,1902,1468.0,-71,20
2005,1464,0.9027,1.1109,-0.2081,0.4542,0.2385,0.4607,0.1154,1533,1889,1348.0,-356,20
2006,1102,1.1222,0.9544,0.1678,0.5806,0.1906,0.4573,0.7857,1778,1528,1605.0,250,13
2006,1103,1.0871,1.0063,0.0808,0.5194,0.1899,0.5058,0.7,2144,1984,1583.0,160,20
2006,1104,1.0666,1.0262,0.0404,0.5062,0.207,0.5305,0.5862,2029,1947,1553.0,82,10
2006,1105,0.9683,0.9607,0.0077,0.468,0.206,0.475,0.4783,1701,1671,1479.0,30,20
2006,1106,0.9466,1.0032,-0.0566,0.4637,0.2257,0.4926,0.4,1985,2117,1450.0,-132,20
2006,1107,1.0562,0.9853,0.071,0.5184,0.217,0.519,0.6774,2135,1993,1573.0,142,16
2006,1108,0.9224,1.0121,-0.0897,0.4787,0.2546,0.4905,0.2857,1848,2046,1408.0,-198,20
2006,1110,0.9668,1.0277,-0.0609,0.4723,0.235,0.5107,0.4138,1850,1971,1474.0,-121,20
2006,1111,1.0039,1.0511,-0.0472,0.4976,0.2266,0.4772,0.4286,1908,1987,1473.0,-79,20
2006,1112,1.0245,0.9618,0.0628,0.4783,0.1894,0.493,0.6129,2261,2110,1564.0,151,8
2006,1113,0.9882,1.0252,-0.037,0.4851,0.2216,0.5016,0.3929,1878,1958,1465.0,-80,20
2006,1114,0.9617,0.9849,-0.0233,0.4526,0.2368,0.5299,0.4643,1794,1837,1472.0,-43,20
2006,1115,0.8751,0.9011,-0.026,0.4454,0.2229,0.4655,0.4074,1656,1701,1455.0,-45,20
2006,1116,1.0723,0.9459,0.1264,0.5119,0.1915,0.5009,0.7097,2304,2017,1606.0,287,8
2006,1117,1.012,1.0801,-0.0681,0.5202,0.2193,0.4912,0.3571,2013,2126,1447.0,-113,20
2006,1119,0.8561,1.0874,-0.2313,0.4524,0.2477,0.4604,0.12,1362,1717,1352.0,-355,20
2006,1120,0.9885,1.021,-0.0325,0.501,0.2397,0.4883,0.4286,1836,1896,1479.0,-60,20
2006,1122,1.0418,1.0321,0.0097,0.5043,0.2085,0.4909,0.5484,2228,2209,1509.0,19,20
2006,1123,0.9702,1.011,-0.0409,0.4808,0.2239,0.5061,0.3077,1626,1702,1425.0,-76,20
2006,1124,0.9261,1.0913,-0.1652,0.4699,0.2243,0.4473,0.2353,1074,1233,1454.0,-159,20
2006,1125,1.1198,1.0337,0.0861,0.5799,0.2236,0.5089,0.6667,2455,2278,1575.0,177,15
2006,1126,0.9427,0.9823,-0.0395,0.4767,0.2182,0.4699,0.5,1962,2057,1479.0,-95,20
2006,1127,0.9726,0.9553,0.0173,0.4396,0.184,0.4836,0.5517,1812,1783,1521.0,29,20
2006,1128,1.0921,1.0624,0.0298,0.5348,0.2004,0.5271,0.6538,1740,1680,1542.0,60,20
2006,1129,0.9973,0.9946,0.0028,0.5134,0.216,0.489,0.4643,2013,2003,1478.0,10,20
2006,1130,1.1389,1.0301,0.1087,0.5454,0.2025,0.5299,0.7812,2385,2140,1643.0,245,4
2006,1131,0.9465,0.9678,-0.0213,0.4652,0.216,0.5148,0.4286,1650,1669,1469.0,-19,20
2006,1132,0.9473,1.0602,-0.1129,0.5053,0.2423,0.4406,0.25,1812,2042,1402.0,-230,20
2006,1133,1.0151,0.9148,0.1002,0.497,0.2158,0.5232,0.6667,2146,1929,1589.0,217,13
2006,1135,0.9116,0.9901,-0.0785,0.4661,0.245,0.4944,0.3704,1613,1740,1447.0,-127,20
2006,1137,1.0425,0.8714,0.1711,0.5366,0.2265,0.519,0.8621,1923,1614,1645.0,309,9
2006,1138,1.0374,1.0137,0.0236,0.5014,0.234,0.5138,0.5806,2221,2186,1518.0,35,20
2006,1139,1.1298,1.0109,0.1188,0.5528,0.1439,0.4376,0.6129,2138,1913,1550.0,225,20
2006,1140,1.0678,1.0177,0.05,0.5215,0.1985,0.5107,0.7037,2077,1955,1586.0,122,20
2006,1141,0.861,1.0308,-0.1698,0.4506,0.2805,0.4698,0.1111,1592,1899,1344.0,-307,20
2006,1142,0.9895,1.0745,-0.085,0.4868,0.2269,0.5059,0.2963,1748,1910,1429.0,-162,20
2006,1143,1.0521,0.9924,0.0597,0.5033,0.1888,0.512,0.6667,2076,1942,1583.0,134,7
2006,1144,1.0464,1.0881,-0.0417,0.518,0.2275,0.5202,0.3571,2319,2408,1434.0,-89,20
2006,1145,1.0447,1.1075,-0.0628,0.5154,0.1968,0.4795,0.3103,2050,2173,1436.0,-123,20
2006,1147,0.9577,1.1205,-0.1628,0.4978,0.2496,0.4652,0.1154,1712,2019,1341.0,-307,20
2006,1148,1.1058,1.0308,0.075,0.5214,0.1957,0.5212,0.6207,2102,1968,1539.0,134,20
2006,1149,0.9961,1.0615,-0.0654,0.4736,0.195,0.4746,0.4,1683,1786,1465.0,-103,20
2006,1150,1.0438,0.9994,0.0444,0.4829,0.1904,0.5282,0.6,2077,1999,1546.0,78,20
2006,1151,0.9943,1.0258,-0.0315,0.49,0.2056,0.4945,0.5357,1941,2006,1521.0,-65,20
2006,1152,1.0113,1.0899,-0.0786,0.4781,0.1993,0.4669,0.3667,2060,2212,1461.0,-152,20
2006,1153,1.048,0.9848,0.0632,0.473,0.1647,0.4895,0.6,2222,2089,1556.0,133,20
2006,1154,0.9211,1.1182,-0.1971,0.4466,0.2184,0.4611,0.2222,1688,2041,1390.0,-353,20
2006,1155,1.0175,0.953,0.0645,0.4909,0.2115,0.5037,0.5862,2140,1985,1534.0,155,20
2006,1156,0.9106,1.0167,-0.106,0.4448,0.2318,0.4794,0.3077,1643,1845,1429.0,-202,20
2006,1157,1.0809,1.0439,0.0369,0.5268,0.2094,0.509,0.6154,1800,1766,1555.0,34,20
2006,1158,1.0197,0.9713,0.0485,0.4876,0.2286,0.5484,0.5769,1859,1772,1523.0,87,20
2006,1159,0.9131,0.9834,-0.0703,0.4684,0.255,0.4978,0.3214,1618,1743,1420.0,-125,20
2006,1160,1.0711,0.9795,0.0916,0.4971,0.1943,0.5296,0.6897,2244,2028,1578.0,216,20
2006,1161,1.0402,1.0299,0.0103,0.5435,0.2471,0.5147,0.4828,2105,2083,1484.0,22,20
2006,1162,0.968,1.044,-0.076,0.501,0.2533,0.5357,0.3846,1647,1777,1434.0,-130,20
2006,1163,1.1241,0.9091,0.2149,0.5129,0.1979,0.5666,0.9,2440,1963,1683.0,477,1
2006,1164,0.9426,1.0163,-0.0738,0.4556,0.1924,0.4425,0.4,1919,2064,1455.0,-145,20
2006,1165,0.9767,0.9872,-0.0105,0.4905,0.2188,0.481,0.4444,1684,1724,1479.0,-40,20
2006,1166,1.0184,0.9378,0.0807,0.4904,0.2063,0.4987,0.6786,1859,1712,1579.0,147,20
2006,1168,1.0716,1.0434,0.0281,0.532,0.2049,0.5216,0.5357,2196,2131,1500.0,65,20
2006,1169,0.955,1.0309,-0.0759,0.4803,0.2421,0.4894,0.3704,1869,2017,1434.0,-148,20
2006,1170,1.0595,1.0639,-0.0044,0.4879,0.17,0.4478,0.4643,2109,2116,1470.0,-7,20
2006,1171,0.9521,1.0546,-0.1025,0.4748,0.2127,0.4835,0.2222,1632,1815,1396.0,-183,20
2006,1172,1.1031,1.0198,0.0833,0.526,0.1932,0.5458,0.6296,2041,1895,1554.0,146,15
2006,1173,0.9921,0.9734,0.0187,0.4863,0.2178,0.5267,0.4333,1901,1870,1476.0,31,20
2006,1174,0.946,1.0136,-0.0676,0.4737,0.2336,0.4852,0.3,1983,2126,1425.0,-143,20
2006,1175,0.9999,0.9876,0.0124,0.4988,0.223,0.4728,0.6061,1902,1887,1546.0,15,20
2006,1176,0.9904,0.9798,0.0105,0.5014,0.2226,0.5027,0.5161,2060,2045,1493.0,15,20
2006,1177,1.0227,1.0649,-0.0422,0.488,0.1901,0.4896,0.4444,1752,1812,1495.0,-60,20
2006,1178,1.0187,1.059,-0.0402,0.4866,0.2189,0.5338,0.4667,1898,1971,1497.0,-73,20
2006,1179,1.0042,1.0496,-0.0454,0.4744,0.2344,0.5325,0.3448,1952,2036,1434.0,-84,20
2006,1180,0.9622,0.9194,0.0429,0.4408,0.2081,0.5242,0.4839,1930,1851,1489.0,79,20
2006,1181,1.1486,0.963,0.1856,0.5658,0.185,0.4789,0.9091,2723,2276,1699.0,447,1
2006,1182,0.9714,1.1476,-0.1763,0.4774,0.2076,0.4634,0.1111,1786,2091,1349.0,-305,20
2006,1183,0.9359,1.0698,-0.1339,0.4698,0.2351,0.4906,0.2222,1599,1834,1387.0,-235,20
2006,1184,1.0672,1.1184,-0.0513,0.5332,0.1993,0.4626,0.4483,2017,2128,1474.0,-111,20
2006,1185,0.986,1.0705,-0.0845,0.5155,0.2603,0.4994,0.25,1835,2016,1390.0,-181,20
2006,1186,1.0577,1.0681,-0.0104,0.5353,0.2243,0.498,0.4828,2134,2158,1507.0,-24,20
2006,1187,0.9168,1.0187,-0.1019,0.4417,0.2328,0.4972,0.2308,1580,1746,1388.0,-166,20
2006,1189,0.9707,1.0251,-0.0543,0.4966,0.2335,0.4998,0.4615,1691,1796,1494.0,-105,20
2006,1190,1.0497,1.0128,0.0369,0.5159,0.2125,0.5065,0.5357,2284,2178,1496.0,106,20
2006,1191,0.9413,1.0215,-0.0801,0.4851,0.2389,0.4782,0.3448,1895,2058,1457.0,-163,20
2006,1192,1.017,0.9873,0.0297,0.51,0.2042,0.4884,0.6333,2204,2135,1554.0,69,20
2006,1193,1.056,1.1502,-0.0942,0.4976,0.1712,0.4643,0.3214,2018,2191,1433.0,-173,20
2006,1194,1.0664,1.0456,0.0209,0.5466,0.2208,0.5078,0.5357,2055,2037,1506.0,18,20
2006,1196,1.1409,0.9269,0.2139,0.5755,0.2143,0.5243,0.8182,2616,2138,1649.0,478,3
2006,1197,0.9631,1.0235,-0.0604,0.4813,0.2601,0.5079,0.4333,1998,2163,1453.0,-165,20
2006,1198,0.8858,1.0033,-0.1175,0.466,0.2555,0.4812,0.2593,1655,1886,1412.0,-231,20
2006,1199,1.0674,0.9677,0.0997,0.537,0.2219,0.5066,0.6786,2167,1945,1581.0,222,20
2006,1200,1.0459,1.0348,0.011,0.5015,0.1954,0.4906,0.5,2168,2157,1518.0,11,20
2006,1201,1.0222,1.0292,-0.007,0.4891,0.185,0.4678,0.5357,2067,2063,1509.0,4,20
2006,1202,1.0494,1.0526,-0.0032,0.5271,0.2168,0.5022,0.48,1731,1739,1480.0,-8,20
2006,1203,1.0937,0.9223,0.1714,0.5259,0.1942,0.5284,0.9286,2211,1867,1667.0,344,8
2006,1204,1.0308,0.9837,0.0472,0.5119,0.2107,0.4859,0.6667,2063,1972,1557.0,91,20
2006,1205,1.0244,1.0553,-0.0309,0.5206,0.2374,0.5037,0.5862,2002,2073,1534.0,-71,20
2006,1206,1.0696,0.9036,0.1661,0.5442,0.204,0.5206,0.7667,2082,1765,1619.0,317,11
2006,1207,1.1153,0.9844,0.1309,0.5431,0.1944,0.528,0.7,2000,1786,1595.0,214,7
2006,1208,0.9933,1.0012,-0.0079,0.4908,0.2177,0.4858,0.5,2110,2128,1501.0,-18,20
2006,1209,0.9706,1.083,-0.1123,0.4746,0.2096,0.4727,0.2414,1888,2068,1400.0,-180,20
2006,1210,1.0039,1.0128,-0.0088,0.511,0.2505,0.5343,0.3929,2012,2019,1467.0,-7,20
2006,1211,1.1426,1.0343,0.1083,0.5281,0.1893,0.5261,0.9,2403,2174,1675.0,229,3
2006,1212,0.9244,0.9859,-0.0615,0.455,0.2198,0.4959,0.48,1663,1759,1472.0,-96,20
2006,1214,0.9558,0.9173,0.0385,0.4718,0.2315,0.5303,0.5161,2071,1978,1492.0,93,16
2006,1216,1.0083,1.018,-0.0096,0.4899,0.2403,0.5451,0.4444,1809,1826,1468.0,-17,20
2006,1217,0.9685,0.9933,-0.0249,0.4652,0.2445,0.5126,0.4815,1807,1844,1465.0,-37,20
2006,1218,1.0292,0.9871,0.0421,0.5084,0.2019,0.4996,0.6071,1893,1803,1536.0,90,20
2006,1219,1.0106,1.0338,-0.0232,0.5195,0.219,0.4786,0.5185,1974,1991,1495.0,-17,20
2006,1220,1.0769,0.9948,0.0821,0.5221,0.1993,0.5167,0.8,2204,2018,1637.0,186,20
2006,1221,0.9912,0.9038,0.0873,0.4844,0.2323,0.5282,0.625,2124,1935,1564.0,189,20
2006,1222,1.0035,0.9272,0.0763,0.4782,0.1862,0.4565,0.6786,1978,1826,1576.0,152,20
2006,1224,0.954,1.0341,-0.0801,0.4798,0.241,0.4609,0.2414,1883,2049,1387.0,-166,20
2006,1225,0.9307,1.1112,-0.1805,0.4527,0.2069,0.4601,0.1071,1675,2031,1347.0,-356,20
2006,1226,1.0515,1.0662,-0.0147,0.521,0.221,0.5039,0.44,1917,1951,1472.0,-34,20
2006,1227,1.0381,1.0637,-0.0256,0.4821,0.2048,0.5267,0.5333,2057,2096,1516.0,-39,20
2006,1228,1.0826,0.9148,0.1678,0.5232,0.1915,0.544,0.8065,2169,1801,1633.0,368,4
2006,1229,0.8735,0.9311,-0.0576,0.469,0.2541,0.4895,0.2963,1500,1604,1422.0,-104,20
2006,1231,1.0497,0.9666,0.083,0.5414,0.2167,0.5101,0.6207,2064,1911,1569.0,153,6
2006,1232,0.9567,1.0399,-0.0833,0.473,0.2016,0.4607,0.4286,1780,1927,1478.0,-147,20
2006,1233,1.1129,1.0021,0.1108,0.5426,0.2066,0.5207,0.7667,2411,2158,1606.0,253,13
2006,1234,0.9879,0.8774,0.1105,0.4866,0.2198,0.5222,0.7576,2191,1939,1644.0,252,3
2006,1235,1.0561,1.0218,0.0343,0.5081,0.1837,0.4698,0.5172,2219,2157,1510.0,62,20
2006,1236,0.9476,1.0706,-0.123,0.479,0.2049,0.4504,0.3077,1631,1825,1430.0,-194,20
2006,1237,1.0789,1.047,0.0319,0.5031,0.1784,0.4906,0.6296,1866,1809,1535.0,57,20
2006,1238,0.962,1.0021,-0.0402,0.4627,0.2063,0.4558,0.4516,2219,2290,1463.0,-71,20
2006,1239,0.9554,1.1218,-0.1664,0.4887,0.2407,0.4778,0.037,1983,2325,1310.0,-342,20
2006,1240,1.0886,1.0859,0.0027,0.5294,0.2002,0.4865,0.5357,2123,2123,1514.0,0,20
2006,1241,0.9349,1.1336,-0.1987,0.4554,0.2371,0.5068,0.1786,1803,2176,1370.0,-373,20
2006,1242,1.0598,0.8736,0.1862,0.5252,0.223,0.532,0.7742,2305,1893,1652.0,412,4
2006,1243,1.014,0.9592,0.0548,0.4845,0.2225,0.5295,0.5357,1911,1788,1515.0,123,20
2006,1244,1.0018,1.0861,-0.0843,0.4816,0.1969,0.4419,0.4231,1827,1984,1442.0,-157,20
2006,1245,1.0559,0.9624,0.0935,0.5064,0.1952,0.5205,0.75,2306,2084,1630.0,222,12
2006,1246,1.0689,0.9962,0.0726,0.5206,0.201,0.5203,0.6364,2325,2165,1579.0,160,8
2006,1247,1.0443,0.9852,0.0591,0.5054,0.2084,0.5115,0.6429,1941,1833,1551.0,108,20
2006,1248,0.9481,1.0577,-0.1096,0.4882,0.2364,0.4497,0.3462,1702,1893,1429.0,-191,20
2006,1249,1.046,1.0418,0.0042,0.5043,0.1896,0.4845,0.5185,2116,2097,1500.0,19,20
2006,1250,0.9481,0.9409,0.0072,0.4779,0.2274,0.5046,0.5862,1778,1750,1537.0,28,20
2006,1251,0.9117,1.0909,-0.1793,0.4518,0.2143,0.4594,0.1481,1669,2009,1367.0,-340,20
2006,1252,1.0503,0.9684,0.0819,0.5093,0.2203,0.5228,0.6774,2256,2072,1565.0,184,20
2006,1253,1.0738,1.0538,0.02,0.5191,0.1903,0.4739,0.5862,2390,2333,1546.0,57,20
2006,1254,0.991,1.0492,-0.0581,0.4899,0.2089,0.4709,0.4074,1851,1964,1467.0,-113,20
2006,1255,0.9706,1.0689,-0.0982,0.4739,0.2241,0.4959,0.2857,2014,2240,1414.0,-226,20
2006,1256,0.9762,0.9329,0.0433,0.4583,0.2265,0.5356,0.6129,2037,1956,1558.0,81,20
2006,1257,1.0401,0.9644,0.0758,0.4925,0.1945,0.5029,0.6,2094,1940,1542.0,154,20
2006,1258,0.969,0.9932,-0.0242,0.4594,0.2068,0.4972,0.4,2178,2238,1470.0,-60,20
2006,1259,1.0657,1.0779,-0.0123,0.5235,0.2145,0.5156,0.5357,2152,2188,1497.0,-36,20
2006,1260,1.0751,1.0536,0.0215,0.508,0.1969,0.508,0.6071,1995,1968,1541.0,27,20
2006,1261,1.0641,0.9413,0.1228,0.513,0.2198,0.5601,0.7333,2243,1957,1621.0,286,4
2006,1263,0.9476,1.0392,-0.0916,0.4843,0.2215,0.466,0.3846,1646,1814,1453.0,-168,20
2006,1264,1.0743,1.0612,0.0131,0.5167,0.1794,0.482,0.6429,2147,2107,1554.0,40,20
2006,1265,1.1335,1.0633,0.0702,0.5744,0.1951,0.5106,0.6552,2230,2101,1566.0,129,20
2006,1266,1.0634,1.0051,0.0584,0.528,0.2123,0.4975,0.6552,2152,2020,1579.0,132,7
2006,1267,0.9623,0.9997,-0.0374,0.4664,0.2353,0.506,0.4286,1845,1936,1467.0,-91,20
2006,1268,1.0332,0.9822,0.051,0.4914,0.2206,0.5212,0.6,2323,2196,1551.0,127,20
2006,1269,0.9746,0.9535,0.0211,0.4909,0.2536,0.537,0.4643,1816,1785,1490.0,31,20
2006,1270,0.9732,1.0086,-0.0354,0.4701,0.2252,0.4991,0.44,1770,1845,1471.0,-75,20
2006,1271,0.8996,1.0384,-0.1388,0.4486,0.2368,0.4728,0.2414,1882,2167,1376.0,-285,20
2006,1272,1.0844,0.8858,0.1986,0.5106,0.2112,0.5457,0.9091,2670,2174,1694.0,496,1
2006,1273,1.0155,1.1158,-0.1003,0.4979,0.2048,0.4888,0.3214,2058,2256,1421.0,-198,20
2006,1274,1.0712,1.0168,0.0544,0.4978,0.1953,0.5198,0.5161,2128,2031,1524.0,97,20
2006,1275,1.0145,0.981,0.0335,0.5206,0.2118,0.5134,0.6429,1770,1690,1568.0,80,20
2006,1276,1.08,1.0039,0.0761,0.5461,0.2324,0.5363,0.6429,1997,1862,1556.0,135,20
2006,1277,1.0935,1.0173,0.0762,0.5304,0.2087,0.544,0.6562,2366,2192,1585.0,174,6
2006,1278,0.9916,0.9636,0.028,0.4838,0.219,0.521,0.5172,1911,1869,1521.0,42,20
2006,1279,0.9852,1.0204,-0.0352,0.4971,0.2395,0.5065,0.4667,1951,2031,1476.0,-80,20
2006,1280,0.9776,0.9909,-0.0133,0.4956,0.2489,0.5269,0.5,2043,2058,1503.0,-15,20
2006,1281,0.9809,1.0514,-0.0705,0.4838,0.2327,0.4943,0.4286,1856,1972,1475.0,-116,20
2006,1282,1.0436,1.101,-0.0574,0.495,0.1779,0.4562,0.4815,1900,2030,1481.0,-130,20
2006,1283,1.08,0.9564,0.1236,0.5144,0.2001,0.5172,0.7143,2109,1859,1597.0,250,20
2006,1284,0.9604,0.9428,0.0176,0.5067,0.2252,0.4709,0.5625,2075,2048,1541.0,27,16
2006,1285,1.1193,1.0121,0.1072,0.5617,0.2012,0.5247,0.7778,2110,1926,1606.0,184,12
2006,1286,1.0471,1.0681,-0.021,0.5336,0.2069,0.4891,0.4815,1971,2011,1484.0,-40,20
2006,1287,0.9033,1.1023,-0.199,0.4643,0.2498,0.468,0.1154,1556,1943,1352.0,-387,20
2006,1288,0.789,1.0641,-0.2751,0.4134,0.2687,0.4462,0.1333,1646,2231,1338.0,-585,20
2006,1290,0.9421,1.0711,-0.129,0.479,0.2401,0.4915,0.3333,1640,1880,1418.0,-240,20
2006,1291,0.9742,1.0025,-0.0284,0.47,0.2063,0.4749,0.4333,1939,1995,1474.0,-56,20
2006,1292,1.0338,1.0339,-0.0,0.4969,0.2106,0.5149,0.5556,1885,1892,1519.0,-7,20
2006,1293,1.0875,0.9371,0.1504,0.5172,0.1898,0.5224,0.7931,2062,1781,1624.0,281,14
2006,1294,0.9643,1.1198,-0.1556,0.4902,0.2572,0.5084,0.1111,1743,2031,1350.0,-288,20
2006,1295,1.047,1.0125,0.0345,0.5168,0.2477,0.5485,0.5,1679,1625,1494.0,54,20
2006,1296,1.094,1.0552,0.0388,0.5469,0.2065,0.5012,0.5926,1904,1833,1532.0,71,20
2006,1298,0.9346,1.0222,-0.0875,0.4531,0.2574,0.4942,0.3077,1707,1862,1411.0,-155,20
2006,1299,0.8769,0.9994,-0.1225,0.4415,0.2322,0.4576,0.2069,1790,2064,1372.0,-274,20
2006,1301,1.1102,0.9902,0.12,0.5605,0.1992,0.4812,0.7,2271,2030,1580.0,241,10
2006,1304,0.9903,0.9645,0.0259,0.4753,0.2304,0.525,0.5938,2139,2107,1541.0,32,20
2006,1305,1.0712,0.9305,0.1407,0.5015,0.191,0.5287,0.8387,2239,1959,1652.0,280,5
2006,1306,0.976,1.0495,-0.0735,0.5058,0.235,0.4717,0.4138,1720,1873,1469.0,-153,20
2006,1307,1.026,0.989,0.037,0.5193,0.1929,0.478,0.5667,1939,1873,1525.0,66,20
2006,1308,1.0045,1.0214,-0.0168,0.5053,0.2342,0.5046,0.5172,2023,2044,1530.0,-21,20
2006,1309,0.9529,1.0504,-0.0974,0.4755,0.2227,0.4817,0.2963,1716,1895,1433.0,-179,20
2006,1310,1.0606,1.0974,-0.0368,0.4843,0.2063,0.539,0.3793,2138,2214,1458.0,-76,20
2006,1311,0.9533,1.0958,-0.1425,0.496,0.2281,0.4659,0.3077,1795,2084,1414.0,-289,20
2006,1313,0.9192,0.9783,-0.0592,0.4561,0.2581,0.5369,0.4194,1918,2018,1458.0,-100,20
2006,1314,1.1111,0.9611,0.1501,0.5435,0.2279,0.5568,0.7586,2331,1998,1635.0,333,3
2006,1316,0.9841,1.097,-0.1129,0.4918,0.2362,0.4941,0.1538,1787,1986,1356.0,-199,20
2006,1317,1.0045,1.0289,-0.0244,0.4882,0.2191,0.5012,0.44,1847,1902,1465.0,-55,20
2006,1318,1.0492,0.999,0.0503,0.5066,0.1959,0.4911,0.6207,2151,2050,1556.0,101,20
2006,1319,1.0384,1.0273,0.0111,0.5347,0.231,0.5152,0.6429,2098,2046,1559.0,52,20
2006,1320,1.0386,0.9372,0.1014,0.5198,0.1972,0.5128,0.7,1963,1759,1586.0,204,10
2006,1321,0.9764,0.9936,-0.0172,0.5201,0.2084,0.4421,0.4643,1627,1661,1500.0,-34,20
2006,1322,1.0632,0.9821,0.081,0.5234,0.2203,0.5091,0.7586,2197,2018,1614.0,179,14
2006,1323,1.133,1.0439,0.0891,0.5322,0.1772,0.5224,0.5357,2128,1965,1527.0,163,20
2006,1324,1.0393,1.1212,-0.0819,0.5023,0.2258,0.5222,0.3333,1950,2093,1423.0,-143,20
2006,1325,1.0687,0.998,0.0708,0.5267,0.2134,0.5076,0.6207,2004,1878,1547.0,126,20
2006,1326,1.1118,0.951,0.1608,0.545,0.1804,0.4974,0.8333,2241,1905,1656.0,336,2
2006,1328,1.0857,0.991,0.0947,0.5057,0.225,0.5707,0.7143,1921,1765,1594.0,156,6
2006,1329,1.037,0.9757,0.0613,0.5233,0.25,0.5257,0.5312,2263,2109,1524.0,154,20
2006,1330,1.0638,0.9535,0.1103,0.4998,0.192,0.5203,0.7,2126,1925,1580.0,201,20
2006,1331,1.0877,0.9849,0.1028,0.5174,0.2089,0.5391,0.6452,2304,2102,1561.0,202,16
2006,1332,1.0635,1.0026,0.0609,0.5205,0.1936,0.5144,0.4375,2215,2101,1492.0,114,20
2006,1333,0.9828,1.0418,-0.0589,0.4917,0.2275,0.4792,0.4194,2043,2170,1473.0,-127,20
2006,1334,1.1098,0.9506,0.1592,0.5476,0.1888,0.5213,0.7586,2138,1844,1609.0,294,13
2006,1335,1.0235,0.9031,0.1204,0.5085,0.2023,0.4957,0.7037,1863,1622,1575.0,241,15
2006,1336,1.036,1.0494,-0.0134,0.4998,0.1963,0.51,0.5172,1950,1962,1520.0,-12,20
2006,1337,0.9289,1.0427,-0.1138,0.4502,0.2137,0.4746,0.2593,1781,1973,1405.0,-192,20
2006,1338,1.073,0.9356,0.1374,0.5082,0.2059,0.56,0.7742,2246,1946,1629.0,300,5
2006,1339,0.985,1.0635,-0.0785,0.4794,0.1991,0.4654,0.3929,1928,2072,1454.0,-144,20
2006,1340,1.024,1.034,-0.01,0.5156,0.2408,0.5212,0.3846,1848,1879,1462.0,-31,20
2006,1341,0.8763,1.0716,-0.1953,0.4381,0.2328,0.4446,0.1111,1758,2181,1334.0,-423,20
